http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=2000&refinements%3D4294965216%2C4226526127%26queryText%3Dstandards,6/29/17 15:42,,,,,,,,,,,,,,,text,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,Category
IEEE Standard for Information Technology - Portable Operating System Interface (POSIX) Technical Corrigendum 1,,,"IEEE Std 1003.1-2001/Cor 1-2002. The Open Group Technical Standard Base Specifications, Issue 6",20050131,2003,,,0_1,51,"This Technical Corrigendum addresses problems discovered since the approval of The Open Group Base Specifications, Issue 6, IEEE Std 1003.1-2001, and ISO/IEC 9945: 2002. These are mainly due to resolving integration issues raised by the merger of the original Base documents.",,,10.1109/IEEESTD.2003.95605,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1388140,,,,,,0,,,,,,2003,,IEEE,IEEE Standards,
Supplement to IEEE Standard Rating Structure for AC High-Voltage Circuit Breakers Rated on a Symmetrical Current Basis,,,IEEE C37.04i-1991 (Supplement to IEEE C37.04-1979),20050131,1991,,,0_1,2,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01388754.png"" border=""0"">",,,10.1109/IEEESTD.1991.95612,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1388754,,,,,,0,,,,,,1991,,IEEE,IEEE Standards,
IEEE Standard for Year 2000 Terminology,,,IEEE Std 2000.1-1999 (Revision of IEEE Std 2000.1-1998),20050131,1999,,,0_1,13,"This standard revises IEEE Std 2000.1-1998. It provides a detailed set of definitions. In addition, it addresses calendar information that is helpful in understanding the timeline issues surrounding the year 2000 rollover. The definitions section remains the core of the standard. With this expanded set of definitions, the standard now addresses areas that are relevant to both engineering and business environments. An increased degree of specificity has been added to the definition of ""Year 2000 compliance,"" making it more precise in its meaning and application.",,,10.1109/IEEESTD.1999.95610,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1388752,,,,,,0,8,1,,,,1999,,IEEE,IEEE Standards,
"American National Standard for Transformers-- Underground-Type Three-Phase Distribution Transformers, 2500 kVA and Smaller, High Voltage, 34 500 GrdY/19 920 Volts and Below, Low Voltage, 480 Volts and Below - Requirements",,,ANSI C57.12.24-1994 (Revision of ANSI C57.12.24-188),20050131,1994,,,1,18,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01388755.png"" border=""0"">",,Electronic:978-0-7381-3653-0,10.1109/IEEESTD.1994.95613,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1388755,,,,,,0,,9,,,,May 24 1994,,IEEE,IEEE Standards,
"American National Standard for Transformers - Ventilated Dry-Type Network Transformers 2500 kVA and Below, Three-Phase, With High-Voltage 34 500 Volts and Below, Low-Voltage 216Y/125 and 480Y/277 Volts - Requirements",,,ANSI C57.12.57-1987,20050131,1987,,,i,18,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01388757.png"" border=""0"">",,,10.1109/IEEESTD.1987.95615,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1388757,,,,,,2,,14,,,,1987,,IEEE,IEEE Standards,
IEEE Standard for Withstand Capability of Relay Systems to Radiated Electromagnetic Interference From Transceivers,,,IEEE Std C37.90.2-2004 (Revision of IEEE Std C37.90.2-1995),20050117,2004,,,0_1,11,"Design tests for relays and relay systems that relate to the immunity of this equipment to Radiated Electromagnetic Interference from Transceivers are specified. Field strength, test frequencies, modulation, sweep rates, equipment setup and connection, test procedures, criteria for acceptance, and documentation for test results are described. This standard has been harmonized with IEC standards where consensus could be reached.",,,10.1109/IEEESTD.2004.95602,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1378611,,,,,,3,,6,,,,2004,,IEEE,IEEE Standards,
"IEEE Standard for Safety Levels With Respect to Human Exposure to Radio Frequency Electromagnetic Fields, 3 kHz to 300 GHz Amendment 2: Specific Absorption Rate (SAR) Limits for the Pinna",,,IEEE Std C95.1b-2004 (Amendment to IEEE Std C95.1-1991 as amended by IEEE Std C95.1a-1998),20050117,2004,,,0_1,6,"This Amendmendment modifies IEEE Std C95.1-1991, as amended by C95.1a-1998 by assigning the same SAR requirements to the outer ear (pinna) that are required for the extremeties, e.g., hands, feet, wrists, and ankles.",,,10.1109/IEEESTD.2004.95603,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1378612,,,,,,0,,4,,,,2004,,IEEE,IEEE Standards,
IEEE Standard for Health Informatics - Point-Of-Care Medical Device Communication - Part 20101: Application Profile - Base Standard,,,ISO/IEEE 11073-20101:2004(E),20050110,2004,,,0_1,0_4,"The scope of this standard is upper layer [i.e., the International Organization for Standardization (ISO's) open systems interconnection (OSI) application, presentation layer, and session layer] services and protocols for information exchange under the ISO/IEEE 11073 standards for medical device communications (MDC). This standard is the base standard of the ISO/IEEE 11073-20000 medical device application profiles (MDAP), as harmonized through the Committee for European Normalization (CEN) and the ISO.",,,10.1109/IEEESTD.2004.95599,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1377856,,,,,,0,,16,,,,2004,,IEEE,IEEE Standards,
IEEE Standard for Health Informatics - Point-Of-Care Medical Device Communication - Part 30200: Transport Profile - Cable Connected,,,ISO/IEEE 11073-30200:2004(E),20050110,2004,,,0_1,0_4,A connection-oriented transport profile and physical layer suitable for medical device communications in legacy devices is established. Communications services and protocols consistent with specifications of the Infrared Data Association are defined. These communication services and protocols are optimized for use in patient-connected bedside medical devices.,,,10.1109/IEEESTD.2004.95600,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1377857,,,,,,1,,16,,,,2004,,IEEE,IEEE Standards,
ISO/IEEE International Standard Health informatics - Point-of-care medical device communication - Transport profile - Infrared,,,ISO/IEEE 11073-30300:2004(E),20050110,2004,,,1,0,This standard establishes a connection-oriented transport profile and physical layersuitable for medical device communications that use short-range infrared wireless. This standarddefines communications services and protocols that are consistent with specifications of theInfrared Data Association (IrDA) and are optimized for point-of-care (POC) applications at or nearthe patient.,,,10.1109/IEEESTD.2004.95601,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1377858,Infrared Data Association;IrDA;MIB;POC;POCT;SNTP;Simple Network Time Protocol;access point;bedside;device interfaces;infrared;legacy device;medical device;medical device communications;medical information bus;patient;point-of-care;point-of-care testing;wireless,,,,,1,2,18,,,,Dec. 15 2004,,IEEE,IEEE Standards,device
IEEE Standard Test Procedure for Polyphase Induction Motors and Generators,,,IEEE Std 112-2004 (Revision of IEEE Std 112-1996),20041115,2004,,,0_1,79,"Instructions for conducting, reporting the more generally applicable, acceptable tests of polyphase induction motors, generators are covered.",,,10.1109/IEEESTD.2004.95394,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1353938,,,,,,6,16,4,,,,2004,,IEEE,IEEE Standards,
IEEE Standard for Local and Metropolitan Area Networks: Media Access Control (MAC) Bridges Amendment 1: Bridging of IEEE 802.17,,,IEEE Std 802.17a-2004 (Amendment to IEEE Std 802.1D-2004),20041115,2004,,,0_1,4,This amendment to IEEE Std 802.1D-2004 defines support of the internal sublayer service by the IEEE 802.17 MAC.,,,10.1109/IEEESTD.2004.95398,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1355861,,,,,,0,,,,,,2004,,IEEE,IEEE Standards,
"Standard Digital Interface for Programmable Instrumentation - Part 2: Codes, Formats, Protocols and Common Commands (Adoption of (IEEE Std 488.2-1992)",,,IEC 60488-2 First edition 2004-05; IEEE 488.2,20041108,2004,,,0_1,0_5,"A set of codes and formats to be used by devices connected via the IEEE 488.1 bus is specified. This standard also defines communication protocols that are necessary to effect application-independent and device-dependent message exchanges, and further defines common commands and characteristics useful in instrument system applications. It is intended to apply to small-scale to medium-scale instrument systems comprised mainly of measurement, stimulus, and interconnected device outside the scope of the instrument system environment. IEEE 488.1 subsets, standard message-handling protocols including error handing, unambiguous program and response-message syntactics structures, common commands useful in a wide range of instrument system applications, standard status reporting structures, and system configuration and synchronization protocols are covered.",,,10.1109/IEEESTD.2004.95390,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1352831,,,,,,3,2,20,,,,2004,,IEEE,IEEE Standards,
IEEE Standard for Information Technology- Telecommunications and Information Exchange Between Systems- Local and Metropolitan Area Networks- Specific Requirements Part 11: Wireless LAN Medium Access Control (MAC) and Physical Layer (PHY) Specifications Amendment 7: 4.9 GHz-5 GHz Operation in Japan,,,IEEE Std 802.11j-2004,20041108,2004,,,0_1,40,This amendment specifies the extensions to IEEE Std 802.11 for wireless local area networks (WLANs) providing mechanisms for operation in the 4.9 GHz and 5 GHz bands in Japan.,,,10.1109/IEEESTD.2004.95388,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1351780,,,,,,0,,,,,,2004,,IEEE,IEEE Standards,
IEEE Guide for Metric Conversion of Transformer Standards,,,IEEE Std C57.144-2004,20041101,2004,,,0_1,11,A consistent and accurate method of converting dimensions and quantities in transformer standards to SI units is provided in this guide,,,10.1109/IEEESTD.2004.95024,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1350467,,,,,,0,,1,,,,2004,,IEEE,IEEE Standards,
IEEE Standard for Fall Protection for Utility Work - IEEE Power Engineering Society,,,IEEE Std 1307-2004 (Revision of IEEE Std 1307-1996),20041101,2004,,,0_1,35,"General recommendations for fall protection and worker protection are provided. Sufficient details of the methods, equipment, and training requirements necessary to provide minimal risk procedures for personnel working at elevated worksites are presented.",,,10.1109/IEEESTD.2004.95083,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1350466,,,,,,0,,17,,,,2004,,IEEE,IEEE Standards,
IEEE Standard for Local and Metropolitan Area Networks Part 16: Air Interface for Fixed Broadband Wireless Access Systems,,,IEEE Std 802.16-2004 (Revision of IEEE Std 802.16-2001),20041101,2004,,,0_1,857,"This standard specifies the air interface of fixed broadband wireless access (BWA) systems supporting multimedia services. The medium access control layer (MAC) supports a primarily point-to-multipoint architecture, with an optional mesh topology. The MAC is structured to support multiple physical layer (PHY) specifications, each suited to a particular operational environment. For operational frequencies from 10-66 GHz, the PHY is based on single-carrier modulation. For frequencies below 11 GHz, where propagation without a direct line of sight must be accommodated, three alternatives are provided, using OFDM, OFDMA, and single-carrier modulation. This standard revises and consolidates IEEE Std 802.16-2001, IEEE Std 802.16aTM-2003, and IEEE Std 802.16cTM-2002.",,,10.1109/IEEESTD.2004.226664,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1350465,,,,,,3,4,30,,,,2004,,IEEE,IEEE Standards,
IEEE Standard for CASE Tool Interconnections-Reference Model for Specifying Software Behavior,,,IEEE Std 1175.3-2004,20041101,2004,,,0_1,167,"The purpose of this standard is to specify a common set of modeling concepts based on those found in commercial CASE tools for describing the operational behavior of a software product. This standard establishes a uniform, integrated model of software concepts related to software functionality. It also provides a textual syntax for expressing the common properties (attributes and relationships) of those concepts as they have been used to model software behavior. The 1175.3 exchange syntax is both machine-processable and human-readable.",,,10.1109/IEEESTD.2004.95081,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1350464,,,,,,0,,1,,,,2004,,IEEE,IEEE Standards,
IEEE Standard for Information Technology- Standardized Application Environment Profile (AEP)-POSIX Realtime and Embedded Application Support,,,IEEE Std 1003.13-2003 (Revision of IEEE Std 1003.13-1998),20041018,2004,,,i,164,This standard is part of the POSIX series of standardized profiles for open systems. It defines environment profiles for portable realtime and embedded applications.,,,10.1109/IEEESTD.2004.94801,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1342418,,,,,,0,,7,,,,2004,,IEEE,IEEE Standards,
IEEE Standard for Information Technology-Telecommunications and Information Exchange Between Systems-Local and Metropolitan Area Networks-Specific Requirements-Part 17: Resilient Packet Ring (RPR) Access Method and Physical Layer Specifications,,,IEEE Std 802.17-2004,20041018,2004,,,0_1,664,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01344480.png"" border=""0"">",,,10.1109/IEEESTD.2004.94804,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1344480,,,,,,1,,28,,,,2004,,IEEE,IEEE Standards,
